Date;Gare de départ;Gare d'arrivée;Durée moyenne du trajet;Nombre de circulations prévues;Nombre de trains annulés;Nombre trains en retard > 15min;Nombre trains en retard > 30min;Nombre trains en retard > 60min;Prct retard pour cause infrastructure;Prct retard pour cause matériel roulant
2023-08;TOULON;PARIS LYON;239;384;0;84;54;28;25.0;20.24
2023-08;TOURCOING;BORDEAUX ST JEAN;304;28;0;1;1;0;0.0;100.0
2023-08;VALENCE ALIXAN TGV;PARIS LYON;134;475;0;103;50;19;19.85;28.24
2023-08;ARRAS;PARIS NORD;50;458;0;24;13;5;20.78;18.18
2023-08;AVIGNON TGV;PARIS LYON;162;560;0;90;47;19;25.0;17.74
2023-08;BORDEAUX ST JEAN;PARIS MONTPARNASSE;140;1015;0;156;62;17;29.1;11.11
2023-08;DIJON VILLE;PARIS LYON;98;381;3;34;15;7;27.91;13.95
2023-08;LA ROCHELLE VILLE;PARIS MONTPARNASSE;173;216;0;17;8;2;20.83;8.33
2023-08;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;78;250;0;23;12;5;18.6;13.95
2023-08;MARNE LA VALLEE;LYON PART DIEU;106;435;0;40;21;6;11.94;34.33
2023-08;MARSEILLE ST CHARLES;LILLE;285;221;0;63;28;3;7.94;7.94
2023-08;MARSEILLE ST CHARLES;TOURCOING;288;31;0;6;3;2;16.67;0.0
2023-08;PARIS EST;NANCY;96;273;0;16;11;3;40.91;4.55
2023-08;PARIS LYON;AIX EN PROVENCE TGV;183;513;0;67;44;13;28.17;25.35
2023-08;PARIS LYON;DIJON VILLE;96;419;1;34;22;7;19.05;21.43
2023-08;PARIS LYON;MACON LOCHE;92;253;5;30;14;8;13.95;48.84
2023-08;PARIS MONTPARNASSE;LA ROCHELLE VILLE;181;223;0;18;11;2;19.05;38.1
2023-08;PARIS MONTPARNASSE;POITIERS;94;596;0;32;13;2;37.5;25.0
2023-08;PARIS MONTPARNASSE;QUIMPER;236;281;3;26;14;5;23.08;19.23
2023-08;PARIS NORD;LILLE;66;549;1;17;12;3;13.17;32.14
2023-08;RENNES;PARIS MONTPARNASSE;105;801;0;57;35;9;35.71;15.31
2023-08;AIX EN PROVENCE TGV;PARIS LYON;185;481;0;77;41;17;24.68;19.48
2023-08;ANGOULEME;PARIS MONTPARNASSE;126;300;0;34;13;3;14.0;8.0
2023-08;LYON PART DIEU;LILLE;187;357;0;97;44;7;14.66;18.1
2023-08;LYON PART DIEU;MONTPELLIER;117;258;0;29;18;7;32.61;8.7
2023-08;LYON PART DIEU;PARIS LYON;119;622;0;49;24;8;22.73;21.21
2023-08;MARNE LA VALLEE;MARSEILLE ST CHARLES;213;296;0;46;25;6;19.57;23.91
2023-08;METZ;PARIS EST;87;288;0;28;12;6;10.91;14.55
2023-08;MONTPELLIER;LYON PART DIEU;115;213;0;33;18;5;3.92;21.57
2023-08;NIMES;PARIS LYON;179;246;0;56;31;12;18.18;30.3
2023-08;PARIS EST;STRASBOURG;115;577;3;65;37;20;28.4;34.57
2023-08;PARIS LYON;LYON PART DIEU;120;602;1;50;24;13;20.0;23.33
2023-08;PARIS MONTPARNASSE;BORDEAUX ST JEAN;143;976;0;66;33;3;33.33;12.22
2023-08;PARIS MONTPARNASSE;LE MANS;69;508;50;23;9;2;24.07;27.78
2023-08;PARIS MONTPARNASSE;TOULOUSE MATABIAU;266;218;1;34;14;1;35.29;8.82
2023-08;PARIS MONTPARNASSE;TOURS;77;130;1;5;1;0;14.29;14.29
2023-08;PARIS NORD;ARRAS;48;465;0;8;7;4;31.58;36.84
2023-08;REIMS;PARIS EST;46;195;0;7;3;2;30.77;15.38
2023-08;RENNES;LYON PART DIEU;239;98;0;9;6;3;55.56;0.0
2023-08;TOURS;PARIS MONTPARNASSE;78;129;0;5;0;0;33.33;13.33
2023-08;ANGERS SAINT LAUD;PARIS MONTPARNASSE;97;529;0;43;17;7;30.16;9.52
2023-08;BREST;PARIS MONTPARNASSE;239;270;0;19;12;2;26.32;15.79
2023-08;DOUAI;PARIS NORD;74;157;0;8;5;1;17.24;10.34
2023-08;LE MANS;PARIS MONTPARNASSE;69;461;0;34;11;5;35.38;9.23
2023-08;LILLE;MARSEILLE ST CHARLES;296;266;0;42;22;6;16.67;23.81
2023-08;LYON PART DIEU;MARNE LA VALLEE;107;381;0;91;31;7;16.22;16.22
2023-08;MARSEILLE ST CHARLES;MARNE LA VALLEE;210;307;0;74;30;9;12.16;10.81
2023-08;MULHOUSE VILLE;PARIS LYON;170;297;1;25;11;6;20.59;17.65
2023-08;PARIS LYON;BELLEGARDE (AIN);163;239;0;34;12;2;43.59;20.51
2023-08;PARIS LYON;CHAMBERY CHALLES LES EAUX;171;228;8;26;16;10;20.0;51.43
2023-08;PARIS LYON;MONTPELLIER;212;256;0;67;41;5;22.39;40.3
2023-08;PARIS LYON;NIMES;181;245;0;58;33;4;19.67;45.9
2023-08;PARIS MONTPARNASSE;ANGERS SAINT LAUD;96;543;0;47;22;0;30.3;19.7
2023-08;PARIS MONTPARNASSE;ST PIERRE DES CORPS;65;426;0;20;9;1;28.0;16.0
2023-08;PARIS NORD;DUNKERQUE;128;158;0;6;5;3;44.44;22.22
2023-08;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;119;0;11;5;0;20.0;33.33
2023-08;ST MALO;PARIS MONTPARNASSE;159;130;0;6;4;0;50.0;16.67
2023-08;TOULOUSE MATABIAU;PARIS MONTPARNASSE;268;209;0;35;16;4;25.71;2.86
2023-08;VANNES;PARIS MONTPARNASSE;170;296;0;26;17;7;34.21;13.16
2023-09;AVIGNON TGV;PARIS LYON;162;483;5;56;36;16;23.08;8.97
2023-09;BESANCON FRANCHE COMTE TGV;PARIS LYON;133;165;0;12;4;4;25.0;35.0
2023-09;BREST;PARIS MONTPARNASSE;226;268;0;31;10;5;32.26;25.81
2023-09;DIJON VILLE;PARIS LYON;98;358;0;27;10;6;21.28;14.89
2023-09;LAVAL;PARIS MONTPARNASSE;79;290;1;34;16;8;40.62;12.5
2023-09;LE MANS;PARIS MONTPARNASSE;56;470;2;58;39;25;38.61;16.83
2023-09;MARSEILLE ST CHARLES;LILLE;288;203;1;51;18;6;9.8;15.69
2023-09;MARSEILLE ST CHARLES;MARNE LA VALLEE;210;284;2;52;25;10;13.46;17.31
2023-09;METZ;PARIS EST;87;308;0;40;13;6;10.23;14.77
2023-09;MONTPELLIER;PARIS LYON;208;240;0;46;22;7;28.26;13.04
2023-09;NANTES;PARIS MONTPARNASSE;132;654;1;85;55;33;48.45;15.46
2023-09;PARIS LYON;BELLEGARDE (AIN);162;245;0;24;15;2;16.13;38.71
2023-09;PARIS LYON;PERPIGNAN;306;233;0;33;21;9;27.27;27.27
2023-09;PARIS MONTPARNASSE;ANGERS SAINT LAUD;92;541;2;44;29;15;37.5;12.5
2023-09;PARIS MONTPARNASSE;LA ROCHELLE VILLE;176;225;2;29;18;9;47.06;11.76
2023-09;PARIS MONTPARNASSE;LE MANS;56;456;1;34;17;7;34.43;24.59
2023-09;PARIS MONTPARNASSE;TOULOUSE MATABIAU;265;216;0;29;15;7;48.28;6.9
2023-09;PARIS MONTPARNASSE;TOURS;75;185;2;8;6;2;50.0;20.0
2023-09;PARIS MONTPARNASSE;VANNES;157;250;1;24;19;9;48.72;20.51
2023-09;PARIS NORD;LILLE;69;661;1;36;20;7;7.48;16.23
2023-09;ST MALO;PARIS MONTPARNASSE;151;96;0;9;8;4;71.43;7.14
2023-09;STRASBOURG;PARIS EST;116;596;2;90;42;5;6.34;14.08
2023-09;ANGOULEME;PARIS MONTPARNASSE;125;338;0;43;22;13;43.55;16.13
2023-09;ANNECY;PARIS LYON;226;152;0;13;3;0;46.15;30.77
2023-09;DUNKERQUE;PARIS NORD;132;166;0;12;6;4;36.84;26.32
2023-09;LA ROCHELLE VILLE;PARIS MONTPARNASSE;170;217;1;27;13;5;43.9;12.2
2023-09;MARNE LA VALLEE;MARSEILLE ST CHARLES;213;283;0;45;19;10;24.44;13.33
2023-09;PARIS LYON;DIJON VILLE;96;362;0;40;19;8;27.45;35.29
2023-09;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;77;232;0;14;7;1;16.67;33.33
2023-09;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;171;116;0;5;1;1;16.67;33.33
2023-09;PARIS LYON;VALENCE ALIXAN TGV;131;399;1;42;28;8;9.09;38.18
2023-09;PARIS MONTPARNASSE;BORDEAUX ST JEAN;140;1014;0;106;49;26;48.06;17.83
2023-09;PARIS MONTPARNASSE;LAVAL;78;315;0;23;15;11;45.61;21.05
2023-09;PARIS MONTPARNASSE;QUIMPER;227;239;4;24;18;5;43.48;13.04
2023-09;PARIS MONTPARNASSE;ST MALO;154;95;0;6;4;3;18.18;36.36
2023-09;PARIS MONTPARNASSE;ST PIERRE DES CORPS;63;506;2;23;18;11;45.28;18.87
2023-09;PARIS NORD;DUNKERQUE;129;192;1;17;9;4;28.0;24.0
2023-09;POITIERS;PARIS MONTPARNASSE;96;485;3;50;21;8;42.27;14.43
2023-09;RENNES;PARIS MONTPARNASSE;98;781;2;88;41;20;41.22;14.19
2023-09;ST PIERRE DES CORPS;PARIS MONTPARNASSE;62;533;4;44;23;7;22.12;23.08
2023-09;AIX EN PROVENCE TGV;PARIS LYON;185;462;5;54;35;17;24.07;9.26
2023-09;CHAMBERY CHALLES LES EAUX;PARIS LYON;173;204;17;15;3;0;52.94;23.53
2023-09;LILLE;PARIS NORD;69;680;0;37;21;10;20.72;15.08
2023-09;LYON PART DIEU;MARSEILLE ST CHARLES;108;505;2;89;41;19;16.35;15.38
2023-09;LYON PART DIEU;PARIS LYON;119;747;1;49;17;6;19.72;30.99
2023-09;LYON PART DIEU;RENNES;237;87;0;10;5;3;40.0;20.0
2023-09;MACON LOCHE;PARIS LYON;94;211;7;18;3;0;45.0;30.0
2023-09;MARNE LA VALLEE;LYON PART DIEU;106;415;0;43;22;8;20.0;38.33
2023-09;MARSEILLE ST CHARLES;PARIS LYON;195;562;5;76;50;22;25.0;17.11
2023-09;MARSEILLE ST CHARLES;TOURCOING;291;30;0;1;1;1;100.0;0.0
2023-09;MULHOUSE VILLE;PARIS LYON;176;296;0;28;14;6;20.51;5.13
2023-09;PARIS EST;REIMS;46;237;0;12;7;2;4.17;41.67
2023-09;PARIS LYON;MONTPELLIER;213;207;0;27;21;10;33.33;33.33
2023-09;PARIS LYON;NICE VILLE;344;254;2;58;34;24;15.52;20.69
2023-09;PARIS MONTPARNASSE;POITIERS;94;586;1;47;33;17;53.42;16.44
2023-09;PARIS NORD;DOUAI;71;136;4;14;5;1;18.18;31.82
2023-09;PERPIGNAN;PARIS LYON;310;229;0;35;19;7;31.43;11.43
2023-09;RENNES;LYON PART DIEU;239;87;0;9;3;1;22.22;22.22
2023-09;TOULOUSE MATABIAU;PARIS MONTPARNASSE;267;215;0;33;19;9;54.55;12.12
2023-09;TOURCOING;BORDEAUX ST JEAN;304;30;0;3;1;1;33.33;66.67
2023-09;ANGERS SAINT LAUD;PARIS MONTPARNASSE;94;560;0;72;48;30;43.43;16.16
2023-09;BELLEGARDE (AIN);PARIS LYON;161;245;0;16;9;5;16.0;28.0
2023-09;BORDEAUX ST JEAN;TOURCOING;337;30;0;2;1;1;100.0;0.0
2023-09;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;78;238;1;16;4;1;11.76;20.59
2023-09;LILLE;MARSEILLE ST CHARLES;296;254;0;41;17;9;21.95;12.2
2023-09;LYON PART DIEU;LILLE;189;332;3;69;24;10;8.14;15.12
2023-09;LYON PART DIEU;MARNE LA VALLEE;107;353;3;58;25;10;3.75;16.25
2023-09;NANCY;PARIS EST;95;294;2;28;11;2;34.21;31.58
2023-09;PARIS EST;METZ;85;280;0;13;5;4;9.09;33.33
2023-09;PARIS EST;NANCY;97;299;0;16;2;1;16.67;44.44
2023-09;PARIS EST;STRASBOURG;114;609;0;35;19;7;1.89;43.4
2023-09;PARIS LYON;AIX EN PROVENCE TGV;183;527;0;58;39;19;25.86;25.86
2023-09;PARIS LYON;AVIGNON TGV;160;517;0;56;37;18;26.47;23.53
2023-09;PARIS LYON;BESANCON FRANCHE COMTE TGV;130;157;0;23;12;4;23.33;36.67
2023-09;PARIS LYON;GRENOBLE;179;213;4;28;12;6;17.14;54.29
2023-09;PARIS LYON;MARSEILLE ST CHARLES;195;637;0;82;52;27;23.17;26.83
2023-09;PARIS LYON;NIMES;180;190;0;23;17;8;33.33;45.83
2023-09;PARIS LYON;TOULON;236;310;0;60;42;24;10.0;26.67
2023-09;PARIS MONTPARNASSE;ANGOULEME;124;298;0;31;20;12;52.5;15.0
2023-09;PARIS MONTPARNASSE;NANTES;132;630;2;58;36;19;37.35;13.25
2023-09;PARIS MONTPARNASSE;RENNES;98;747;0;47;26;19;43.86;21.05
2023-09;PARIS NORD;ARRAS;49;510;4;30;18;3;4.08;20.41
2023-09;QUIMPER;PARIS MONTPARNASSE;232;257;0;38;17;9;39.47;7.89
2023-09;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;116;0;9;1;0;35.29;29.41
2023-09;STRASBOURG;NANTES;328;55;0;9;2;2;11.11;11.11
2023-09;TOULON;PARIS LYON;240;323;0;60;42;18;21.67;16.67
2023-09;VALENCE ALIXAN TGV;PARIS LYON;133;421;0;59;30;10;25.32;10.13
2023-09;VANNES;PARIS MONTPARNASSE;165;280;1;41;20;9;45.28;5.66
2023-09;ARRAS;PARIS NORD;51;496;0;32;14;6;28.72;19.15
2023-09;BORDEAUX ST JEAN;PARIS MONTPARNASSE;140;1061;0;140;69;36;42.53;17.82
2023-09;DOUAI;PARIS NORD;75;182;0;10;3;2;25.81;12.9
2023-09;GRENOBLE;PARIS LYON;179;192;1;14;2;0;9.52;14.29
2023-09;LILLE;LYON PART DIEU;181;384;0;41;20;8;18.87;37.74
2023-09;LYON PART DIEU;MONTPELLIER;115;249;0;40;20;14;21.57;25.49
2023-09;MARSEILLE ST CHARLES;LYON PART DIEU;106;477;0;47;32;23;12.9;9.68
2023-09;MONTPELLIER;LYON PART DIEU;114;213;1;39;25;12;13.79;10.34
2023-09;NANTES;STRASBOURG;313;56;0;7;5;3;42.86;0.0
2023-09;NICE VILLE;PARIS LYON;348;267;0;53;36;16;22.64;18.87
2023-09;NIMES;PARIS LYON;178;240;0;46;22;7;24.56;10.53
2023-09;PARIS LYON;ANNECY;224;149;0;15;7;2;26.67;33.33
2023-09;PARIS LYON;CHAMBERY CHALLES LES EAUX;170;201;17;19;9;3;19.23;30.77
2023-09;PARIS LYON;LYON PART DIEU;119;753;1;48;15;4;17.74;33.87
2023-09;PARIS LYON;MACON LOCHE;92;239;6;17;7;1;10.0;26.67
2023-09;PARIS LYON;MULHOUSE VILLE;171;294;0;40;22;9;32.79;22.95
2023-09;PARIS MONTPARNASSE;BREST;228;273;2;26;17;5;50.0;23.08
2023-09;REIMS;PARIS EST;46;237;0;11;4;2;42.86;14.29
2023-09;TOURS;PARIS MONTPARNASSE;75;189;2;18;8;0;18.92;21.62
2023-10;BREST;PARIS MONTPARNASSE;227;277;0;31;19;11;32.26;6.45
2023-10;CHAMBERY CHALLES LES EAUX;PARIS LYON;173;178;0;24;5;1;35.29;5.88
2023-10;DUNKERQUE;PARIS NORD;132;172;0;11;5;0;28.57;14.29
2023-10;LYON PART DIEU;LILLE;190;331;1;74;28;11;23.86;15.91
2023-10;LYON PART DIEU;MARNE LA VALLEE;107;352;0;56;26;9;22.62;20.24
2023-10;LYON PART DIEU;RENNES;236;90;0;8;4;2;37.5;25.0
2023-10;MACON LOCHE;PARIS LYON;94;200;0;28;9;4;35.9;7.69
2023-10;MARNE LA VALLEE;LYON PART DIEU;106;415;0;37;16;7;12.16;33.78
2023-10;MARSEILLE ST CHARLES;MARNE LA VALLEE;209;292;1;51;23;14;25.49;17.65
2023-10;MONTPELLIER;LYON PART DIEU;113;209;0;31;12;4;24.39;17.07
2023-10;NIMES;PARIS LYON;178;248;0;45;17;9;21.05;14.04
2023-10;PARIS EST;METZ;87;286;0;34;14;7;37.84;13.51
2023-10;PARIS LYON;BESANCON FRANCHE COMTE TGV;130;162;0;12;7;2;35.0;40.0
2023-10;PARIS LYON;TOULON;238;293;0;44;28;16;25.0;29.55
2023-10;PARIS MONTPARNASSE;ANGERS SAINT LAUD;89;548;0;42;22;9;14.52;20.97
2023-10;PARIS MONTPARNASSE;LA ROCHELLE VILLE;179;223;0;24;9;1;3.7;29.63
2023-10;PARIS MONTPARNASSE;RENNES;98;781;1;55;28;14;17.17;22.22
2023-10;PARIS MONTPARNASSE;ST PIERRE DES CORPS;63;525;3;26;14;2;9.68;19.35
2023-10;POITIERS;PARIS MONTPARNASSE;97;499;0;58;16;2;25.53;14.89
2023-10;REIMS;PARIS EST;50;247;0;15;9;4;48.84;13.95
2023-10;RENNES;LYON PART DIEU;238;90;0;7;5;2;42.86;14.29
2023-10;ST PIERRE DES CORPS;PARIS MONTPARNASSE;63;553;0;38;13;2;13.48;16.85
2023-10;STRASBOURG;PARIS EST;119;615;2;121;37;10;9.2;7.36
2023-10;TOULON;PARIS LYON;239;301;0;46;25;14;34.78;17.39
2023-10;TOURS;PARIS MONTPARNASSE;76;198;0;10;2;0;10.34;13.79
2023-10;ARRAS;PARIS NORD;51;518;4;37;16;1;23.4;13.83
2023-10;AVIGNON TGV;PARIS LYON;161;500;3;45;26;17;19.7;16.67
2023-10;GRENOBLE;PARIS LYON;181;201;1;26;14;9;25.0;25.0
2023-10;LILLE;MARSEILLE ST CHARLES;293;256;0;55;24;7;20.0;10.91
2023-10;LYON PART DIEU;PARIS LYON;119;750;8;48;32;12;20.63;30.16
2023-10;MARSEILLE ST CHARLES;LYON PART DIEU;104;453;0;50;20;10;24.29;7.14
2023-10;NICE VILLE;PARIS LYON;346;243;0;44;23;12;34.09;18.18
2023-10;PARIS EST;NANCY;100;317;0;27;12;7;15.38;48.72
2023-10;PARIS LYON;AIX EN PROVENCE TGV;182;544;0;59;36;18;21.88;35.94
2023-10;PARIS LYON;ANNECY;224;155;1;24;10;3;33.33;33.33
2023-10;PARIS LYON;AVIGNON TGV;159;492;0;46;27;14;18.75;35.42
2023-10;PARIS LYON;DIJON VILLE;96;386;0;32;14;3;22.0;40.0
2023-10;PARIS LYON;GRENOBLE;180;228;2;26;12;6;22.22;25.0
2023-10;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;77;230;0;7;4;2;11.76;17.65
2023-10;PARIS LYON;LYON PART DIEU;119;750;7;40;26;14;18.52;27.78
2023-10;PARIS MONTPARNASSE;BORDEAUX ST JEAN;143;1054;0;81;42;15;18.49;21.01
2023-10;PARIS MONTPARNASSE;BREST;230;280;1;30;18;5;6.67;16.67
2023-10;PARIS MONTPARNASSE;NANTES;129;632;1;59;40;19;20.55;10.96
2023-10;PARIS MONTPARNASSE;VANNES;157;260;1;24;12;7;18.42;15.79
2023-10;RENNES;PARIS MONTPARNASSE;98;818;1;88;49;31;28.57;12.14
2023-10;ST MALO;PARIS MONTPARNASSE;151;98;0;6;2;1;20.0;20.0
2023-10;TOULOUSE MATABIAU;PARIS MONTPARNASSE;271;223;0;27;15;3;37.04;0.0
2023-10;VANNES;PARIS MONTPARNASSE;164;285;1;38;22;14;36.73;14.29
2023-10;ANGOULEME;PARIS MONTPARNASSE;127;343;0;45;15;2;29.51;9.84
2023-10;BELLEGARDE (AIN);PARIS LYON;160;249;0;10;8;4;25.0;20.0
2023-10;BORDEAUX ST JEAN;PARIS MONTPARNASSE;144;1100;1;115;47;14;30.07;9.8
2023-10;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;79;235;0;14;11;2;3.03;30.3
2023-10;LILLE;LYON PART DIEU;182;382;0;32;14;5;9.68;35.48
2023-10;MARSEILLE ST CHARLES;PARIS LYON;195;566;3;58;35;21;27.59;18.97
2023-10;MONTPELLIER;PARIS LYON;208;248;0;45;17;9;24.44;6.67
2023-10;NANTES;STRASBOURG;311;57;0;5;2;1;20.0;20.0
2023-10;PARIS EST;STRASBOURG;117;637;3;70;32;15;21.88;32.29
2023-10;PARIS LYON;BELLEGARDE (AIN);162;248;0;30;12;2;33.33;25.0
2023-10;PARIS LYON;MACON LOCHE;93;222;0;15;5;3;8.7;43.48
2023-10;PARIS LYON;NICE VILLE;344;227;0;41;24;13;34.15;14.63
2023-10;PARIS LYON;PERPIGNAN;305;228;1;38;29;20;34.21;39.47
2023-10;PARIS MONTPARNASSE;ANGOULEME;126;302;0;23;13;2;14.71;20.59
2023-10;PARIS MONTPARNASSE;LAVAL;78;320;1;23;10;3;24.39;19.51
2023-10;PARIS MONTPARNASSE;POITIERS;95;606;0;46;25;4;17.11;25.0
2023-10;PARIS NORD;ARRAS;49;522;2;20;10;3;9.62;26.92
2023-10;PARIS NORD;LILLE;70;698;7;28;10;2;23.58;11.15
2023-10;QUIMPER;PARIS MONTPARNASSE;232;257;1;33;18;12;36.36;12.12
2023-10;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;113;0;9;4;1;14.29;35.71
2023-10;STRASBOURG;NANTES;333;58;0;6;4;3;33.33;16.67
2023-10;VALENCE ALIXAN TGV;PARIS LYON;133;435;1;61;29;16;23.17;12.2
2023-10;BESANCON FRANCHE COMTE TGV;PARIS LYON;134;166;0;7;2;1;23.53;47.06
2023-10;BORDEAUX ST JEAN;TOURCOING;333;31;1;0;0;0;0.0;0.0
2023-10;DOUAI;PARIS NORD;75;191;2;13;5;1;26.47;11.76
2023-10;LAVAL;PARIS MONTPARNASSE;79;299;0;38;18;11;38.46;12.31
2023-10;LYON PART DIEU;MARSEILLE ST CHARLES;104;486;0;87;37;13;20.69;10.34
2023-10;MARNE LA VALLEE;MARSEILLE ST CHARLES;210;289;0;61;30;10;19.67;14.75
2023-10;MARSEILLE ST CHARLES;TOURCOING;289;31;0;10;6;4;10.0;20.0
2023-10;METZ;PARIS EST;91;319;0;30;15;5;19.05;7.94
2023-10;NANTES;PARIS MONTPARNASSE;131;669;3;65;29;15;25.29;5.75
2023-10;PARIS EST;REIMS;48;247;0;21;7;1;35.56;22.22
2023-10;PARIS LYON;MONTPELLIER;211;213;0;38;26;12;31.58;36.84
2023-10;PARIS LYON;MULHOUSE VILLE;171;301;0;22;14;4;27.59;31.03
2023-10;PARIS LYON;NIMES;179;201;0;34;22;12;26.19;30.95
2023-10;PARIS LYON;VALENCE ALIXAN TGV;130;400;1;56;36;21;9.72;54.17
2023-10;PARIS MONTPARNASSE;QUIMPER;227;245;5;24;13;4;20.83;12.5
2023-10;PARIS MONTPARNASSE;ST MALO;155;97;0;5;1;0;0.0;33.33
2023-10;PARIS MONTPARNASSE;TOULOUSE MATABIAU;269;218;1;27;13;8;42.31;11.54
2023-10;PARIS MONTPARNASSE;TOURS;75;194;1;7;4;1;5.0;15.0
2023-10;AIX EN PROVENCE TGV;PARIS LYON;184;487;3;56;35;21;29.82;14.04
2023-10;ANGERS SAINT LAUD;PARIS MONTPARNASSE;93;575;3;58;25;13;22.99;5.75
2023-10;ANNECY;PARIS LYON;226;161;0;24;5;1;33.33;8.33
2023-10;DIJON VILLE;PARIS LYON;98;371;1;20;6;2;20.45;29.55
2023-10;LA ROCHELLE VILLE;PARIS MONTPARNASSE;173;215;0;21;5;1;24.0;16.0
2023-10;LE MANS;PARIS MONTPARNASSE;57;476;1;63;26;15;28.28;11.11
2023-10;LILLE;PARIS NORD;69;714;6;27;11;1;21.1;9.95
2023-10;LYON PART DIEU;MONTPELLIER;113;257;0;31;12;7;26.92;23.08
2023-10;MARSEILLE ST CHARLES;LILLE;288;208;0;50;19;7;24.0;18.0
2023-10;MULHOUSE VILLE;PARIS LYON;173;298;0;10;3;1;10.53;5.26
2023-10;NANCY;PARIS EST;100;305;0;29;14;2;40.54;27.03
2023-10;PARIS LYON;CHAMBERY CHALLES LES EAUX;170;172;0;27;14;4;32.61;13.04
2023-10;PARIS LYON;MARSEILLE ST CHARLES;194;660;0;74;44;24;25.68;32.43
2023-10;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;172;114;1;5;2;1;0.0;37.5
2023-10;PARIS MONTPARNASSE;LE MANS;57;432;1;24;10;7;10.53;21.05
2023-10;PARIS NORD;DOUAI;72;142;1;4;2;0;5.26;36.84
2023-10;PARIS NORD;DUNKERQUE;130;199;5;12;5;0;11.11;27.78
2023-10;PERPIGNAN;PARIS LYON;309;228;1;35;17;8;22.86;11.43
2023-10;TOURCOING;BORDEAUX ST JEAN;301;31;0;2;0;0;50.0;50.0
2023-11;ANGOULEME;PARIS MONTPARNASSE;126;328;1;46;13;2;11.59;17.39
2023-11;BESANCON FRANCHE COMTE TGV;PARIS LYON;134;180;1;17;10;9;20.83;16.67
2023-11;BORDEAUX ST JEAN;TOURCOING;333;30;2;2;1;1;0.0;50.0
2023-11;DUNKERQUE;PARIS NORD;133;162;16;19;7;4;28.0;12.0
2023-11;LE MANS;PARIS MONTPARNASSE;57;469;14;70;37;20;10.08;21.85
2023-11;LYON PART DIEU;PARIS LYON;119;738;0;39;14;2;11.76;26.47
2023-11;MACON LOCHE;PARIS LYON;94;192;0;37;7;0;30.43;8.7
2023-11;MARSEILLE ST CHARLES;MARNE LA VALLEE;209;259;4;39;13;6;5.13;15.38
2023-11;NIMES;PARIS LYON;178;239;1;29;13;1;11.9;16.67
2023-11;PARIS EST;NANCY;97;265;0;22;8;2;11.11;44.44
2023-11;PARIS LYON;AIX EN PROVENCE TGV;182;523;0;34;19;8;2.78;52.78
2023-11;PARIS LYON;CHAMBERY CHALLES LES EAUX;170;165;0;36;9;1;46.03;9.52
2023-11;PARIS LYON;MACON LOCHE;92;216;1;17;5;0;5.88;20.59
2023-11;PARIS LYON;MARSEILLE ST CHARLES;195;590;1;44;22;7;6.82;34.09
2023-11;PARIS LYON;NIMES;180;194;0;13;4;1;10.53;52.63
2023-11;PARIS MONTPARNASSE;ANGERS SAINT LAUD;90;529;20;48;21;10;13.43;32.84
2023-11;PARIS MONTPARNASSE;ANGOULEME;124;297;4;29;9;4;12.82;15.38
2023-11;PARIS MONTPARNASSE;LA ROCHELLE VILLE;177;222;12;26;6;1;20.59;23.53
2023-11;RENNES;PARIS MONTPARNASSE;98;801;14;112;68;34;15.31;22.45
2023-11;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;169;101;0;11;3;1;5.0;25.0
2023-11;VANNES;PARIS MONTPARNASSE;164;287;8;52;34;19;21.33;22.67
2023-11;DOUAI;PARIS NORD;77;178;15;13;2;1;39.13;4.35
2023-11;LA ROCHELLE VILLE;PARIS MONTPARNASSE;171;215;5;27;12;5;23.53;23.53
2023-11;MARNE LA VALLEE;LYON PART DIEU;106;408;1;41;22;9;6.15;29.23
2023-11;MARSEILLE ST CHARLES;LILLE;283;183;1;37;18;6;8.11;16.22
2023-11;NANCY;PARIS EST;99;264;0;28;15;5;6.45;38.71
2023-11;PARIS LYON;AVIGNON TGV;159;454;0;23;12;5;2.7;37.84
2023-11;PARIS LYON;BESANCON FRANCHE COMTE TGV;130;180;4;18;11;8;9.09;40.91
2023-11;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;77;228;1;7;3;0;0.0;43.75
2023-11;PARIS LYON;MONTPELLIER;212;210;0;16;5;1;6.25;43.75
2023-11;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;172;100;3;8;4;1;9.09;27.27
2023-11;PARIS MONTPARNASSE;BREST;228;258;59;34;24;5;18.18;33.33
2023-11;PARIS MONTPARNASSE;LAVAL;78;309;15;20;11;2;10.64;38.3
2023-11;PARIS MONTPARNASSE;LE MANS;57;451;14;23;9;4;9.62;32.69
2023-11;PARIS MONTPARNASSE;QUIMPER;226;243;32;48;27;9;18.75;33.33
